id,type,subtype2,subtype1,player1,player2,team,lon,lat,elapsed,elapsed_plus,game_id
564935,goal,loose_ball,n,34543,27665,8654,NA,NA,51,NA,1881
562951,goal,shot,n,27430,34944,10260,NA,NA,22,NA,1882
563093,goal,loose_ball,n,38817,NA,10260,NA,NA,44,NA,1882
563298,goal,shot,dg,27430,NA,10260,NA,NA,53,NA,1882
563381,goal,header,n,30865,24154,10260,NA,NA,60,NA,1882
563425,goal,shot,n,30893,24154,10260,NA,NA,65,NA,1882
563469,goal,shot,n,30893,27430,10260,NA,NA,73,NA,1882
562816,goal,shot,n,34466,23264,10252,NA,NA,21,NA,1883
564345,goal,shot,n,24800,38818,8650,NA,NA,41,NA,1884
565242,goal,NA,p,38491,NA,8528,NA,NA,83,NA,1884
565106,goal,header,n,30876,24846,8668,NA,NA,61,NA,1885
565524,goal,shot,n,30843,27277,9825,NA,NA,90,2,1885
563841,goal,shot,n,30367,33974,8456,NA,NA,17,NA,1886
565124,goal,shot,n,33781,30509,8456,NA,NA,77,NA,1886
565210,goal,shot,n,47382,24234,10261,NA,NA,81,NA,1886
564117,goal,shot,n,24372,37496,8559,NA,NA,15,NA,1887
564444,goal,shot,n,23934,26454,8559,NA,NA,35,NA,1887
565222,goal,shot,n,24136,34947,8655,NA,NA,66,NA,1887
565287,goal,saved,npm,34947,NA,8655,NA,NA,70,NA,1887
565489,goal,shot,n,34947,34176,8655,NA,NA,87,NA,1887
564791,goal,shot,n,31906,NA,8455,NA,NA,58,NA,1888
565226,goal,header,n,31906,30631,8455,NA,NA,80,NA,1888
568092,goal,NA,p,30893,NA,10260,NA,NA,44,NA,1889
570580,goal,header,n,30853,34222,8650,NA,NA,89,NA,1891
570628,goal,shot,n,30853,24800,8650,NA,NA,90,4,1891
569158,goal,loose_ball,n,33418,NA,8472,NA,NA,32,NA,1894
569451,goal,NA,p,24225,NA,10261,NA,NA,69,NA,1894
569513,goal,shot,dg,47382,NA,10261,NA,NA,80,NA,1894
566351,goal,shot,n,31907,30956,9879,NA,NA,14,NA,1895
567412,goal,shot,n,26461,24020,9879,NA,NA,71,NA,1895
567554,goal,shot,n,26461,24020,9879,NA,NA,80,NA,1895
567595,goal,header,n,23190,34601,8462,NA,NA,84,NA,1895
566606,goal,header,n,26244,155384,8559,NA,NA,31,NA,1896
567331,goal,shot,n,23934,23783,8559,NA,NA,64,NA,1896
567465,goal,shot,n,23949,38836,8586,NA,NA,73,NA,1896
567494,goal,shot,n,23949,97988,8586,NA,NA,75,NA,1896
567664,goal,header,n,23934,24372,8559,NA,NA,87,NA,1896
566863,goal,shot,n,32577,23023,8667,NA,NA,44,NA,1897
567125,goal,shot,n,98058,24171,8659,NA,NA,53,NA,1897
567421,goal,header,n,23034,32577,8667,NA,NA,69,NA,1897
567473,goal,NA,p,23257,NA,8659,NA,NA,73,NA,1897
565907,goal,header,n,24001,24773,10194,NA,NA,45,5,1898
574097,goal,header,n,30988,17866,8472,NA,NA,78,NA,1899
574283,goal,shot,n,43279,30988,8472,NA,NA,90,5,1899
575659,goal,shot,dg,30935,NA,9825,NA,NA,14,NA,1900
576782,goal,shot,dg,27430,NA,10260,NA,NA,22,NA,1901
577127,goal,shot,n,24154,30373,10260,NA,NA,62,NA,1901
573298,goal,NA,p,24011,NA,8668,NA,NA,40,NA,1902
573539,goal,shot,n,40792,30371,8668,NA,NA,49,NA,1902
574252,goal,NA,p,40792,NA,8668,NA,NA,90,3,1902
572437,goal,shot,n,33781,30598,8456,NA,NA,51,NA,1903
572870,goal,header,dg,34947,NA,8655,NA,NA,17,NA,1904
573058,goal,shot,n,38807,23782,10252,NA,NA,27,NA,1904
573310,goal,shot,dg,23264,NA,10252,NA,NA,42,NA,1904
574197,goal,deflected,n,23264,NA,10252,NA,NA,90,1,1904
572674,goal,shot,n,34574,24225,10261,NA,NA,2,NA,1905
572724,goal,shot,n,26494,38433,8659,NA,NA,4,NA,1905
572783,goal,shot,n,36412,NA,10261,NA,NA,9,NA,1905
573333,goal,header,n,24228,24890,10261,NA,NA,40,NA,1905
573989,goal,shot,n,26494,26553,8659,NA,NA,73,NA,1905
574765,goal,shot,n,23190,30830,8462,NA,NA,62,NA,1906
574788,goal,shot,n,34222,30889,8650,NA,NA,69,NA,1906
574814,goal,NA,dg,37139,NA,8650,NA,NA,76,NA,1906
574823,goal,header,n,23953,40987,8462,NA,NA,78,NA,1906
574851,goal,shot,n,37139,30853,8650,NA,NA,85,NA,1906
574887,goal,header,n,30853,24800,8650,NA,NA,90,2,1906
586540,goal,shot,n,30829,40945,10260,NA,NA,23,NA,1909
586562,goal,shot,n,30646,37764,8655,NA,NA,32,NA,1909
586616,goal,header,dg,43248,NA,10260,NA,NA,45,NA,1909
586722,goal,direct_freekick,n,30893,NA,10260,NA,NA,60,NA,1909
588500,goal,NA,o,37442,NA,8650,NA,NA,51,NA,1911
588642,goal,shot,dg,24213,NA,8456,NA,NA,66,NA,1911
588734,goal,shot,n,37139,30853,8650,NA,NA,78,NA,1911
584647,goal,shot,n,37804,30631,8455,NA,NA,19,NA,1912
588750,goal,header,dg,24225,NA,10261,NA,NA,42,NA,1914
588012,goal,shot,n,24741,31907,9879,NA,NA,61,NA,1915
588046,goal,shot,n,31907,24741,9879,NA,NA,72,NA,1915
588216,goal,saved_back_into_play,npm,32570,NA,8659,NA,NA,90,2,1915
585119,goal,direct_freekick,n,24372,NA,8559,NA,NA,9,NA,1916
585141,goal,shot,n,23934,34261,8559,NA,NA,11,NA,1916
586029,goal,shot,n,24223,33312,8654,NA,NA,66,NA,1916
589848,goal,distance,n,30895,31097,8586,NA,NA,17,NA,1917
589880,goal,loose_ball,n,34275,NA,8667,NA,NA,27,NA,1917
590076,goal,header,n,38697,40006,8586,NA,NA,86,NA,1917
586120,goal,shot,n,38820,23190,8462,NA,NA,75,NA,1918
586147,goal,NA,p,24001,NA,10194,NA,NA,78,NA,1918
586180,goal,header,n,24001,33941,10194,NA,NA,80,NA,1918
586323,goal,NA,o,40695,NA,10194,NA,NA,90,2,1918
654396,goal,shot,n,30829,24154,10260,NA,NA,9,NA,1919
654803,goal,shot,dg,30829,NA,10260,NA,NA,41,NA,1919
655326,goal,shot,n,34944,30373,10260,NA,NA,82,NA,1919
655367,goal,shot,dg,30893,NA,10260,NA,NA,89,NA,1919
602865,goal,shot,n,30352,NA,8472,NA,NA,3,NA,1921
603588,goal,shot,n,24635,23949,8586,NA,NA,89,NA,1921
596421,goal,loose_ball,n,109898,NA,8654,NA,NA,71,NA,1922
597352,goal,shot,n,38609,38807,10252,NA,NA,45,NA,1923
